feature	(5Z)-7-OXOZEAENOL	5-FLUOROURACIL	681640	A-443654, KIN001-139	A-770041, KIN001-111	A-83-01	ABT-737	ACETALAX, OXYPHENISATIN ACETATE	ACY-1215	AFATINIB	AGI-5198	AGI-6780	AICAR, N1-(B-D-RIBOFURANOSYL)-5-AMINOIMIDAZOLE-4-CARBOXAMIDE	AKT INHIBITOR VIII, KIN001-102	ALECTINIB	ALISERTIB	ALPELISIB	ALVOCIDIB	AMG-319, AMG319	AMUVATINIB	APABETALONE	APITOLISIB, GDC0980	APO866, FK866	APR-246	AR-12	AR-42	ARA-G, 9-??-D-ARABINOFURANOSYL GUANINE	AS601245	AS605240, KIN001-173	AST-1306	AT-7519	AT13148	AT7867	AUY922	AVAGACESTAT	AXITINIB	AZ-628	AZ6102	AZ960	AZD3759	AZD4547	AZD5363	AZD5582	AZD6482	AZD6738	AZD7762	AZD8055	AZD8186	AZD8931	BAM7	BAY-61-3606	BDP-00009066	BELINOSTAT	BEXAROTENE	BI-2536	BIBR-1532	BICALUTAMIDE	BIX02189	BLEOMYCIN (50 UM)	BLEOMYCIN	BMS-345541	BMS-509744, KIN001-127	BMS-536924	BMS-754807	BORTEZOMIB	BOSUTINIB	BPD-00008900	BRIVANIB	BRYOSTATIN 1	BUPARLISIB	BVD-523	BX-795	BX-912	C-75	CABOZANTINIB	CAMPTOTHECIN	CANERTINIB	CAP-232, TT-232, TLN-232	CARMUSTINE	CAY10566	CAY10603	CCT007093	CCT018159	CD532	CEDIRANIB	CETUXIMAB, ERBITUX	CGP-082996, CINK4, KIN001-021	CGP-60474	CHIR-99021	CISPLATIN	CMK, KIN001-128	CP-724714	CP466722	CPI-613	CRIZOTINIB	CUDC-101	CX-5461	CYCLOPAMINE	CYCLOPHOSPHAMIDE	CYTARABINE	CZC24832	DABRAFENIB	DACINOSTAT	DACOMITINIB	DACTINOMYCIN	DASATINIB	DIHYDROROTENONE	DINACICLIB	DMOG, DIMETHYLOXALYLGLCINE	DOCETAXEL	DORAMAPIMOD	DOXORUBICIN	EEF2K INHIBITOR, A-484954	EHT 1864	ELEPHANTIN	ELESCLOMOL	EMBELIN	ENTINOSTAT	ENZASTAURIN	EPIRUBICIN	EPOTHILONE B, GNF-PF-193	EPZ-5676	EPZ004777	ERK5-IN-1	ERLOTINIB	ETOPOSIDE	ETP-45835	EX-527	FH535	FILANESIB	FLUDARABINE	FMK, KIN001-242	FORETINIB	FR-180204	FTI-277	FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	FULVESTRANT	GALLIBISCOQUINAZOLE	GDC-0068	GDC-0810	GDC-0941	GEFITINIB	GEMCITABINE	GENENTECH CPD 10	GNE-317, GNE317, GNE 317	GNF-2	GS-9973	GSK1059615	GSK1070916	GSK1904529A	GSK2110183	GSK2126458	GSK2578215A	GSK2606414	GSK269962A	GSK343, GTPL8240, AOB3680, AK175558	GSK429286A	GSK591, EPZ015866, GSK3203591	GSK650394	GSK690693	GW 441756	GW-2580	GW843682X	HG-5-113-01	HG-5-88-01	I-BET-762	I-BRD9	IBRUTINIB	IC-87114	ICL1100013	IDELALISIB	IKK-2-INHIBITOR-V	IMATINIB	IOX2	IPA-3	IRINOTECAN	ISPINESIB MESYLATE, SB-715992	IWP-2, WNT INHIBITOR IWP-2	JNJ-38877605	JNK INHIBITOR VIII	JNK-9L, KIN001-204	JQ1	JQ12	JW-7-24-1	JW-7-52-1, NA	KB NB 142-70	KIN001-042	KIN001-135	KIN001-206	KIN001-236	KIN001-244	KIN001-260, BAYER IKKB INHIBITOR	KIN001-266	KIN001-270	KOBE2602	KRAS (G12C) INHIBITOR-12, GTPL8020	KU-55933	KU-57788	LAPATINIB	LCL-161	LDN-193189	LEFLUNOMIDE	LENALIDOMIDE	LESTAURTINIB	LFM-A13	LGK-974	LIMK1 INHIBITOR BMS4	LINIFANIB	LINSITINIB	LJI308	LY2109761	MASITINIB	METAP2 INHIBITOR, A832234	METHOTREXATE	MG-132	MIDOSTAURIN	MIM1, MIM 1, MIM-1	MIM1	MIRA-1	MIRIN	MITOMYCIN-C	MITOXANTRONE	MK-1775	MK-2206	MK-8776, SCH900776	ML323, GTPL7898, AOB2313,	MN-64	MOTESANIB	MPS-1-IN-1	NAVITOCLAX	NELARABINE	NG-25	NILOTINIB	NINTEDANIB	NIRAPARIB	NPK76-II-72-1	NSC-207895, XI-006	NSC-319726	NSC-87877	NUTLIN-3A (-)	NVP-ADW742	NVP-BEZ235	NVP-BHG712	NVP-TAE684	OBATOCLAX	OF-1	OLAPARIB	OSI-027	OSI-930	OSIMERTINIB	OTX015	OXALIPLATIN	P22077	PAC-1	PACLITAXEL	PALBOCICLIB	PANOBINOSTAT	PARTHENOLIDE	PAZOPANIB	PCI-34051	PD-0325901	PD-173074	PD-184352	PELITINIB	PEMETREXED	PEVONEDISTAT	PF-4708671	PF-562271	PFI-1	PFI-3	PHA-665752	PHA-793887	PHENFORMIN	PI-103	PICOLINICI-ACID, PICOLINATE	PIK-93	PILARALISIB, XL-147	PIPERLONGUMINE	PLX-4720	PODOPHYLLOTOXIN	PONATINIB	PRT062607	PYRIDOSTATIN	PYRIMETHAMINE	QL-VIII-58	QL-X-138	QL-XI-92	QL-XII-47	QL-XII-61	QS11	QUIZARTINIB	REFAMETINIB	RO-3306	ROSCOVITINE	RTRAIL	RU-SKI-43	RUCAPARIB	RUXOLITINIB	S-TRITYL-L-CYSTEINE	SABUTOCLAX, BI-97C1	SALUBRINAL	SARACATINIB	SAVOLITINIB	SB 505124	SB-216763	SB-590885	SB52334	SCH772984, CS-1421	SELUMETINIB	SERDEMETAN	SGC0946	SHIKONIN	SINULARIN	SIROLIMUS	SL 0101-1	SN-38	SNX-2112	SORAFENIB	SPHINGOSINE KINASE 1 INHIBITOR II, PF-543	STF-62247	SU-11274	SUNITINIB	T0901317	TAK-715	TALAZOPARIB	TAMOXIFEN	TANESPIMYCIN	TASELISIB	TELOMERASE INHIBITOR IX, MST-312, MST 312, MST312	TEMOZOLOMIDE	TEMSIROLIMUS	TENIPOSIDE	TENOVIN-6	TG-101348	TGX-221	THAPSIGARGIN	THZ-2-102-1	THZ-2-49	TIPIFARNIB	TIVOZANIB	TL-1-85	TL-2-105	TOPOTECAN	TORIN-2	TOZASERTIB	TPCA-1	TRAMETINIB	TRETINOIN	TRICHOSTATIN-A	TUBASTATIN A	TW-37	TWS-119	UMI-77, UMI 77	UNC0638	UNC0642	UNC1215	UPROSERTIB	VE-821	VE-822	VELIPARIB	VENETOCLAX	VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199	VINBLASTINE	VINCRISTINE	VINORELBINE	VISMODEGIB	VNLG-124	VORINOSTAT	VOXTALISIB	VX-11E	VX-702	WEHI-539, WEHI539	WH-4-023	WHI-P97, KIN001-055	WIKI4	WNT-C59	WYE-125132	WZ-1-84, KIN001-123	WZ3105	WZ4003	XAV-939	XMD11-85H	XMD13-2	XMD14-99	XMD15-27	XMD8-92	Y-39983	YK-4-279	YM-155	YM-201636	Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	ZG-10	ZIBOTENTAN	ZM-447439	ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	ZSTK-474
ENSG00000139687_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4027235074633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62030090939877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41444853580609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243233630773281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139687_mut.panel	0	0	0	0	0.704980544432063	0	0	8.07378218056893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5491739493229	0	0	0	0	0	0	0	0	0	1.50063307355397	0	0	0	0	0	0.284477340623305	15.6460708149422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8545223446179	12.8386752473288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8980112283287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0409769689124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59699262094432	0	22.7457197789932	0	0	0	0	0	0	0	0	0	0	0	11.9556316931092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9125471914729	0	0	5.70299580220143	0	49.3135135927902	1.95502606055315	0	0	0	0	0	0	0	1.4291365746182	0	0	0	0	100	0	0	0	0	5.27673727770224	0	12.3108490624265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.1435232948565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90946913345149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9664906559948	0	0	0	0	0	0	6.86048754586101	0	0	0.00908754129631924	0	0	0	0	0	12.6096291551222	0	0	0	0	0	32.9555064110006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.80031418588	0	0	0	0	0	0	26.2325191780874	0	0	0	0	0	0	0	0	0	0	0.341269321843367	0	0	0	0	0	0	0	0
ENSG00000139718_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.2230982568136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4816592229181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139718_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0	11.6786567568414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6486210269863	0	0	0	1.45810793742439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663019802005624	0	0	0	0	0	0	0	0	4.00190912571102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25049197444446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13336522189041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4801486739519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7808638415711	0	0	0	0	0	0	0
ENSG00000139842_cnv.panel	0	0	0	0	0	0	21.2670517162592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69329711233545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.935498677535	0	0	0	1.14389040737463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1427459113359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.8881026034019	0	0	0	0	0	0	0	0
ENSG00000140262_cnv.panel	0	0	0	0	0	0	1.13629144518383	0	0	0	0	0	0	12.0505906309321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72516130209436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66698343255891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57551858448841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8196145908618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140262_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77385081706141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302817555494104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140332_cnv.panel	0	0	0	0	0	0	0	17.3931714359093	0	0	0	0	0	0.651978810688223	0	0	0	0	0	0	0	0	0	2.92577875520998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64435666241369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.218053781787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30518782741093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1095797583774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0802598325577	0
ENSG00000140396_cnv.panel	0	5.50378545432363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73883174577516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0856088669399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25806395286838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01818952008028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39327124382887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140396_mut.panel	0	0	0	0	0	0	0	5.49185024942945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19910478184195	0	0	0	0	0	0	24.7831718971851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6359320361818	0	0	0	0	0	0	0	0	0	0	19.5060209254917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71405383992259	0	1.46011290146879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6168188948489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13357168272554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201187350917437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7951493159768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.6147391339018	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140443_cnv.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.949747727072	0	0	0	0	12.423703003869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764572434659466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7720367591564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09384010272088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6490782123845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140443_mut.panel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2814290257436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86622182487869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
